SkillConfigID;Name
67F61015;Fidgeting Smack
26C70B0C;Trembling Smack
0291ACAD;Roll of Fate
94A1AB5A;Roll of Fate
2EF0A243;Roll of Fate
B8C0A534;Roll of Fate
43A0B7B4;Hit It Big!
EC3E19BF;Typhoon Fan
AD0F02A6;Blazing Typhoon
5E4294BB;Zero Gale
8959A507;Hungry Impact
C868BE1E;Fresh Impact
3B252803;Weirdsplosion
DF49C65F;Gleeful Gluttony
BA2E7A27;Creepy Superbite
0852F723;Evil Eye
804812A7;Superbite Twin
C17909BE;Stygian Slingshot
E52FAE1F;In da Funny Bone
A41EB506;Eel Life
674D982D;Venoconda
5753231B;Shut Yo' Mouth
0B801B0D;Energy Heaven
4AB10014;Enemy Aura
B9FC9609;Forged in Fire
6EE7A7B5;Bestacular
2FD6BCAC;Party Miracle
D7DF7028;Wiggling Wave
96EE6B31;Mambo Madness
55BD461A;Seaweed Samba
65A3FD2C;Walk Softly
B2B8CC90;Heartstring Tug
00C44194;Youthful Trickery
5C177982;Heartmelt Love
1D26629B;Twisted Love
3970C53A;Air of Happiness
6F60A662;Fun Field
2E51BD7B;Zany Zone
0A071A5A;Pick-a-Present
9C371DAD;Pick-a-Present
26661434;Pick-a-Present
B0561343;Pick-a-Present
4B360143;Get-a-Present
B87B975E;Jail-Yard Sale
51DF4225;A Mother's Love
10EE593C;Loving Auntie
34B8FE9D;A Father's Scorn
7589E584;Table Flip
86C47399;Stress Out
DA174B8F;Shoulder Crunch
BF70F737;Shoulder Lock
FE41EC2E;Backache Buster
064820AA;Negativity Germs
B434ADAE;Maniacal Klepto
632F9C12;Think Evil
221E870B;Itchpocalypse
8D8029;C'mon, This Way!
CCB13219;Just for You
E8E795B8;Life Snag
A9D68EA1;Face Flop
BEF7F620;Bigmouth
FFC6ED09;Badger Bite
DB904A58;Stare Down
69ECC75C;Matter Mincer
E1F62218;Gangster Glare
6394142A;Brutal Butt Bat
84919EA0;Negasus Curse
C5A085B9;Dark Horse
36ED13A4;Lucky Shock
6A3E2BB2;Scary Wrinkles
D842A6B6;Make It Drain
0F59970A;Beauty Beam
4E688C13;Undying Drain
BD251A0E;Midlife Crisis
B6614097;Stinky Smog
F7505B8E;Toxic Gas
D306FC2F;Lamest Joke
9237E736;Millennium of Lame
617A712B;Mystery Trickery
3DA9493D;Never Sleep Ever
7C985224;Unwaking Dream
8FD5C439;Glowing Gazes
58CEF585;Did You See Me?
0EDE965D;Hazy Dance
4FEF8D44;Creep 'n' Cut
6BB92A65;Drizzling Shower
2A88317C;Shivering Sigh
E9DB1C57;Nosebleed Bomb
3EE6A693;Heavy Squall
7FD7BD8A;Heavenly Hail
5B811A2B;Dismartillery
B52EAF39;Envious Hand
F41FB420;Grub Stealer
D0491381;Hidabat Harmony
6971C41C;Abodaballad
2840DF05;Belfree Blues
0C1678A4;I Want It All!
4D2763BD;Carefree Hero
BE6AF5A0;The Works
E2B9CDB6;Gloomy Storm
A388D6AF;Demonic Storm
50C540B2;Turnado
87DE710E;Suspicious Eyes
C6EF6A17;Temper Tantrum
05BC473C;Contrary Gas
D1CE1256;Timid Boo
63B29F52;Glue Stickler
B4A9AE2E;Boldakazam
F598B517;Bacteria Barrage
8ECFC6AE;Stingy Curse
CFFEDDB7;Pitch-Black Curse
3CB34BAA;Deep Look
EBA87A16;Noko Smile
AA99610F;Panda Smile
59D4F712;Robo Smile
0507CF04;Lucky Smile
606073BC;Draggie Stone
D21CFEB8;Cheat Code
D958A421;Dragon Rock
9869BF38;Dragon Falls
BC3F1899;Hateful Charge
5290AD8B;Vengeance
13A1B692;Frenzied Rage
37F71133;Sharkskin Shield
76C60A2A;Feeding Frenzy
858B9C37;Little White Lie
61E7726B;Bank Breaker
20D66972;Eternal Debt
D39BFF6F;Shake It Up
0480CE53;Babbleblast
45B1D54A;Banana Splat
5EB56629;I'll Take the Lead!
1F847D10;Venomous Feint
DCD7505B;Sulky Soul
ECC9EB2D;Going Wild
3BD2DA51;Octo Snake
7AE3C148;Shadow Dragon
B9B0EC63;Dragon Flash
D57D6F43;Bonito Blade
B01AD30B;Shura Shower
09220466;Handsome Grin
6C45B85E;Full Bloom
82EA0D4C;Golden Beatdown
8BFBBA6C;Paws 'n' Claws
65540F7E;Cleaning Circle
0033B346;Angry Cross Cut
B90B645B;Onigiri Slash
DC6CD823;Lickety-Lick
6E105527;Lick of Fury
32C36D11;Gutsy Cross Paw
BDF8BC02;Gutsy Cross Paw
57A4D149;Dirty Trick
E5D85C4D;Fizzical Finesse
01B4B211;Victoryyyyyyyy!
64D30EA9;Spray Care
FE402666;Lion Blade
9B279A5E;Toasted Slash
75882F4C;Open Wide
34B93455;Ill Appetite
10EF9374;North Wind
A9D74429;Cloud Control
1BABC92D;Boss Hurricane
CCB0F851;My Bad
221F4D43;Imitate Guardian
4778F10B;Lies-er Beam
116892A3;Forget About It
740F2E1B;Upward Tornado
C673A31F;Detailspin
4E69465B;Stirring Broth
2B0EFA23;Endless Apology
C5A14F11;Mirror Mirror
53914886;Unnamed
E9C0411F;Unnamed
A0C6F349;Shock Tactic
E1F7E850;Thunderstruck
19FE2454;Cracked Pot
7C99986C;Bowl Buster
92362D7E;Sweaty Wall
F7519146;Zattack
A141F29E;You've Lost Me
C4264E26;Life Looter
9E13E61C;Prawn Punch
FB745AA4;Tank 'n' Spank
15DBEFB6;Centur-Eye Stare
54EAF4AF;Dazzling Glare
A7A762B2;Laser Eyes
70BC530E;Proteam
C9848493;Divine Strike
ACE3382B;Patience Wall
424C8D39;Warts and All
037D9620;Geck Out
272B3181;Blank Face
9557BC85;Winning Ugly
713B5259;Eyelusion
C347DF5D;Cut to the Quick!
145CEE61;Shake a Leg
2E3A8621;Flying Start
4B5D3A99;Drenched
A5F28F8B;Change Face
C0953333;Sleepy Gas
79ADE4AE;Mega Wave
389CFFB7;Raging River
CBD169AA;Tidal Force
1CCA5816;The Hose
F265ED04;Lick of Love
970251BC;Umbrella Gust
257EDCB8;Brelly Blast
C1123224;Sandslide
A4758E5C;Rockin' Rockets
FFADD6A3;Soothing Fortune
4DD15BA7;Joke on It
9ACA6A1B;Innocent World
28B6E71F;Gleeful as a Gale
7465DF09;Solar Flare
110263B1;Seaweed Carnival
A83AB42C;Lick of Life
CD5D0894;Sand Stormal
23F2BD86;Umbrellicade
4695013E;Joyful Jig
10856266;Empty Pockets
75E2DE5E;Bull Rush
4F84B69E;Kyryn's Kry
0EB5AD87;Horn of Plenty
2AE30A26;Sole Quaker
989F8722;Blistering Idiot
C44CBF34;Worn Out
A12B038C;Energetic Gulp
1813D411;Sap
7D7468A9;Abrupt Punch
93DBDDBB;Borrowed Health
F6BC6103;Channel Changer
A0AC025B;Triple Trouble
C5CBBE23;How Dare You!
9B35FA58;Big Bloodsucker
FE524620;Tuckered Out
10FDF312;Pitch Bomber
759A4F4A;Fluffy Dispel
C7E6C24E;Eternal Bed Hair
CCA29857;Ah, Ah, Ahâ€”
A9C5246F;Boastful Dance
476A917D;Curse You!
220D2D45;Squirm
741D4E9D;Ropin' Robbin'
117AF225;Squealing Boil
2B1C9A65;Loud and Proud
4E7B265D;Bushy World
FC07AB59;Lemming Attack
A0D4934F;Cursed Love
C5B32F77;Spider Smash
8482346E;Spider Crash
7C8BF82A;Bear Knuckle
19EC4452;Morning Shower
F743F140;Tossabout
92244D08;Maruckus
C4342EA0;Sucksorcism
A1539218;A Fisher's Life
FB663A22;Flailing Tail
9E01869A;Beach Wave
2C7D0B9E;Malmaidened
70AE3388;Twist 'n' Tangle
C2D2BE8C;Spinning Headbutt
15C98F30;Aaand Release
ACF158AD;Flaming Tail
C996E415;Vacuucism
27395107;Whining Wail
425EEDBF;Tidal Wave
036FF6A6;Big Wave
7129325F;Finale Spoiler
4B4F5A1F;Pooped Out
2E28E6A7;Lick 'Em Good!
79BF8428;Unfairy Kraft
9710313A;Unkind Kiss
F2778D82;Untidy Keeper
A467EE5A;Unpleasant Kurse
C1005262;Unkeen Krack
5B937AAD;Me, Me, Me
3EF4C615;Yes We Pelican!
D05B7307;Night Claw
B53CCFBF;Flurry of Furry
0C041822;Bon AppÃ©tit
6963A49A;Farewell Blast
87CC1188;Lovely Meow
E2ABAD30;Tiger Meow
B4BBCE68;Swirly Nyanball
D1DC7250;Paws of Flying
EBBA1A90;Vagabond Blade
0515AF82;Icky Picky
BC2D781F;Mighty Moxie
D94AC4A7;Mega Moxie
3BC0BA57;Iron Anger
5EA7066F;Iron Frost
B008B37D;Nightmare Beat
EE8E6652;Kappa Cutter
0021D340;Koma Kannon
65466F08;Eat This!
DC7EB865;Pooch a' Splode
B919045D;Soothing Smile
57B6B14F;Dragonic Burn
32D10D77;Melon Masher
73E0166E;Vitameow C
B0B33B45;Stubble Barrier
F182205C;Grape Buddies
36146113;Strawberry Roar
77257A0A;Seed Nyattack
46624305;Awkward Silence
A8CDF62F;Awkward Moment
CDAA4A57;Snooze Bruiser
74929D4A;Hog Wild
11F52172;I'm a Panda!
FF5A9460;Panjitsu
9A3D2858;Eelergetic
CC2D4B80;Bored Slice
A94AF738;Octopick
932C9F78;Octopoke
F64B2340;Thand You
18E49652;No Thand You
7D832A6A;Slapdown
C4BBFD17;Smackdown
A1DC414F;Oh!
4F73F45D;Gleeruption
2A144825;Make You Happy
7C042BBD;Starry Bright
36EDA335;Dumpling Dice
D8421627;Puppy Paws
BD25AA9F;Go Ape
041D7D02;Flying Feathers
617AC1BA;Meow Meow Blaster
8FD574A8;Bow Wow Blaster
EAB2C810;Excalipurr
BCA2AB48;Infurno
D9C51710;Paws of Rudy
56BE634F;Boing Blaster
B811D65D;Imperial Beam
DD766A25;Supreme Enma Blast
EA1CA824;Hellish Enma Blade
644EBD78;Mediocre Boy's Aura
01290140;First-Aid Kit
EF86B452;Axe Slash
8AE1086A;Top-Secret Orders!
DCF16B32;Toadal Waterfall
B996D78A;Bloom Barrage
E24E8F75;Infernal Blast
8729334D;Sucking Void
6986865F;Jackpot Jive
0CE13A67;Super Gloomy Story
B5D9ED0A;Alien Encounter
D0BE5142;Explosive Strike
3E11E450;Websmite
5B765828;Judgment Wave
E3B11F36;Openly Hidden Heal
0D1EAA24;All or Nothing Shot
9B2EAD53;All or Nothing Shot
6879169C;Pillow Whump
D141C101;Killer Kick
B4267DB9;Frenzied Fullswing
065AF0BD;Hopeless Swipe
5A89C8AB;Emotional Moment
3FEE7413;Flee Fly GO!
69FE174B;Meat, Please! Meat!
DB829A4F;Best Burnt BBQ
0C99AB13;Feinted Slice
36FFC3B3;Harum Scarum Hat
53987F0B;Well-Conceived Kick
BD37CA19;Ninja Nastiness
FC06D1;Endless Storm
D85076A1;Columbakat's Egg
6168A13C;Hearty Hit
040F1D84;Tongue Red Carpet
EAA0A896;Peerless Punch
8FC7142E;Fearful Fiesta
D9D77776;Gutsy Cross Paw
BCB0CB4E;Zippy Cheer
E6856314;Ice Rink Roundabout
83E2DF4C;Owling Wind
6D4D6A5E;What's All the Fuss?
082AD626;Killer Pass
BA565B22;Tactical Toss
B112017B;A Cornfusing Story
036E8C7F;Amaizing Memory
D475BD43;Party Time
3ADA0851;Kaleidoskull
5FBDB469;Static Spark
09ADD731;Tricky Business
6CCA6B89;Wipe-a-Way
56AC0349;Chillin', just chillin'!
33CBBF71;Bulk Bestowal
81B73275;Take That Thief!
DD640A63;Red-letter Rockfest
B803B65B;Enlightened Energy
013B6146;1% Inspiration Flash
645CDD02;Rotgut Flameblade
8AF3682C;Ace of Heart
CBC27315;Pure Love Story
EF94D454;Celebrated Cowcao
B984B70C;Nummskull Demise!
DCE30BB4;Dangerous Driving
4670237B;Oh My Gawd!
F40CAE7F;Burger Battering
23179F43;Outta the Way!
CDB82A51;Heedless Heave
A8DF9669;Soulful Shriek
11E74114;Slippy Slap
7480FD4C;On-the-Shelf Guard
9A2F485E;Block Party Baffle
FF48F426;Whap Bam Boom!
A95897BE;Belly Button Beam
CC3F2B06;Blowout
F6594346;Thick 'n' Well Done!
4425CE42;Stately Steak Stick
933EFF02;Stircrazy Stu Slam
7D914A2C;Full Broadside
CFEDC728;Balker's Broadside
18F6F654;Shari Bang!
A1CE2149;The Shark Press
E0FF3A50;Sharkadorian Shout
C4A99D71;Whirling Wallop
2A062863;Tweety Tumble
4F61945B;Don't Abandon Me
1971F783;Buttered Again!
7C164B3B;Runsure How I Stop!
2623E301;Be Gentle!
43445FB9;Distant Shores
ADEBEAAB;Demon Squash
C88C5613;Skavoovie
71B4818E;Slackoon Splash
14D33D36;A Dog's Life
A6AFB032;Wild Woman Wallop
FA7C8824;Do I Dare?
9F1B349C;Dempsey Rolls
C90B5744;Get Onboard
AC6CEB7C;Spirit Dance
960A833C;Cycrown
D73B9825;Garuda Flame
F36D3F84;Blazing Badness
B25C249D;Inflammamewl
1DC28A96;Wasting Whirl
78A5362E;Blissful Bathtime
C19DE1B3;Probing Cure
A4FA5D0B;Harmonic Heals
4A55E819;Zero-G Afro-Power
2F3254A1;Spinny Spills
79223709;Go! Go! Tomorrow!
1C458B41;Soothing Sermon
479DD3BE;That Sunday Feeling
F5E15EBA;Morning Dad
22FA6F06;Super Heal
CC55DA14;Recycled HP
A93266AC;Energizing Exercise
100AB131;Baffle Beam
756D0D89;Wooing Whitening
9BC2B89B;Floral Foam Wave
FEA50423;Going the Extra Mile
A8B5677B;Galapagan Grace
CDD2DB43;Too Fast LOL
8CE3C05A;Flying Dolphin
F7B4B383;Captivating Camellia
92D30F3B;Paws of Fury
7C7CBA29;#soultimatemove
191B0691;Bogus Barley Tea
A023D10C;Finking Hard
C5446DB4;Traces of Trash
2BEBD8A6;Disconnect
4E8C641E;Bunny Beam
D8BC6369;Bunny Beam
0FBD7F07;Quarterback Sack
CCEE522C;Scuba Splash
8DDF4935;Air Support
4A49087A;Road Rage
FCF0E91A;Bogus Bunny Beam
189C0746;Morning Frazzle
7DFBBB02;Self-Loathingville
28A43708;Fowl Play
4DC38BB0;Just as Expected
A36C3EA2;Fake Newsflash
C60B821A;Bonkers Bash
74770F1E;Ribble Rapple
7F335587;Bristleblockle
1A54E93F;#worldpeace
F4FB5C2D;Lazybones
919CE095;Stick it to 'Em
C78C834D;Brain Hack
A2EB3F75;Hair Growth ZERO
E3DA246C;Toxic Trouble
988D5735;Flying Front Charge
FDEAEB8D;Synchronicity!
13455E9F;Homesickness
7622E227;Explosive Jest
CF1A35BA;Ripping Rancor
AA7D8902;Sellout Slap
44D23C10;Jaundmist
F6AEB114;Come Play with Me
21B580A8;Worried Wildfire
77A5E310;Tub Turning Terror
12C25F48;Your Own Paradise
48F7F772;Blue on Blue Samba
2D904B4A;Slovenly Slowdown
C33FFE58;Funked Out Four
A6584260;Egg Shell Shock!
1F609505;Bad Night Belch
7A072945;Ground Down
94A89C57;Decisive Decree
F1CF202F;Block-a-Rock
A7DF43B7;Atomicomet
E6EE58AE;Phantasmal Shower
C2B8FF0F;Top Hit Stick
F8DE974F;Unwanted Attack
4AA21A4B;Socking It to Ya
9DB92B17;Elastiwhack
73169E25;Cricket Guard
1671225D;Pace Yourself!
AF49F540;Shock Jaw Attack
1D357844;Croc-a-Jaw Shock
CA2E4978;Stubborn Stomp
2481FC6A;No Shell off My Back
41E64052;Wonder Wet
17F6238A;A Snip Too Far
72919F32;Bombasticate
E802B705;Octopull
8D650B45;Do it this way!
3F198641;Slyswipe
63CABE57;Killit Skillet
06AD022F;Oozing Out
BF95D572;Click Click Bang
DAF2694A;My Big Splash
345DDC58;Stamping Destroyer
756CC741;I Dun Dit It â™ª
513A6060;Rise and Shine
072A0338;Kelpy Hospitality
624DBF80;Berserker's Fury
582BD740;Stygian Obs-Q-rity
ED36CB3F;Two World Beam
540E1CA2;Meowl Be Back
3169A01A;Bunny Beam
6779C342;Total Tuna Fury
021E7F0A;Frantic Fry Up
5D1FAB02;Harakiri Sword
B3B01E10;Platinummification
D6D7A2A8;Twinkling Star
6FEF7535;Gift of the Gab
0A88C98D;Unbearable Truth
E4277C9F;Pooch Patch Up
8140C027;Money from Heaven
D750A37F;Molar Immodesty
B2371F47;Centicuffs
E9EF4738;Knomadic Beam
8C88FB80;Show Biz Bang
62274E92;Double Dragun
0740F22A;Cut of Nine Tails
BE7825B7;Revittles
DB1F990F;Spray Points
35B02C1D;Flaming Fluency
50D790A5;Warm from the Oven
06C7F305;Accept My Expelogies!
63A04F45;Salad Days Again
59C62705;Chocoslap
3CA19BBD;Protectionist Stance
D20E2EAF;Grand Spectacular
B7699217;Chocobo Charge
0E51458A;Finally Fantasmagic
6B36F932;Wobble Noggins
85994C20;Wibble Noodles
B6EE9340;Paws of Treanyaaah
D3892F78;Treasured Soul
E810D77B;Enigma Zone
06BF6269;Frying Flames
63D8DE51;Sovereign Slash
DAE0094C;Endless Love
BF87B514;Jack of All Dances
51280026;Tenfold Trouncing
344FBC5E;Figure of Ace
625FDF06;Unhappy J Sickle
5839B746;Benten Thunder
B6960254;Feel-Good Flurry
D3F1BE2C;Sumptuous Soothe
6AC96971;Kiss of Kismet
0FAED549;A Century of Lances
E101605B;Existential Extractor
8466DC63;Bright Blessing
ED24ABB9;Absolutely Fabulous
88431701;Paws of Justice
66ECA213;Dark Dance
038B1EAB;Ultimate Missile Pod
BAB3C936;Bare Overbite Boon
DFD4758E;Blabber Mouth
317BC09C;Nightmare Beat
020C1F7C;Soy Beam
676BA344;Yawning Welcome
5D0DCB84;Prolonging Poison
386A773C;Caramel Calm
D6C5C22E;A Turn for the Better
B3A27E96;Pulverizing Pose
0A9AA90B;Heavenly Heal
6FFD15B3;Vigilant Vacillation
8152A0A1;Glaring Terror
E4351C19;Frenetic Fashion
B2257F41;Wrathful Judgment
D742C309;Heavenly Sword
4DD1EB36;Evil Eyeball
7ABB2937;Fell Enma Blade
28B6578E;Pharaonic Curse
C619E29C;Cluvian Claymore
A37E5E24;Pandora's Box
1A4689B9;Pulling Power
7F213501;Paws of Clury
918E8013;Spiritual Swirls
F4E93CAB;Ominous Comets
A2F95F13;Adjudicated!
C79EE34B;Blockbuster Beam
FDF88B0B;Gratitude Beam
763082A1;Paws of Putridity
AA6FE984;Mephitic Munch
21A7E02E;Necrotic Flurry
48E59714;Frigid Fist
A64A2226;Deadly Deadeye
C32D9E5E;Yolk's on You
7A154943;Boning Up
1F72F57B;Unrestful Repose
F1DD4069;Setback-in-the-Box
94BAFC51;Sweetheart
1610344E;Cold Snap Slap
B6FCD3A7;Scratch My Swirls
F8CCF749;Solar Slam
1663425B;Space-Time Surge
7304FE63;Annihilator
D77D41A3;Annihilator
CA3C2902;Kaos March Off
AF5B9546;Final Ferocity
41F42054;First Ferocity
24939C2C;Caw-Cawpse Breath
7283FFB4;Tidal Stomp
17E4430C;Blooming Health
4C3C1B13;Lunar Landings
295BA74B;Lava Lamp
C7F41259;Heavy Heifer Hurt
A293AE21;Stallion Stab
3DA2818A;Fill You In
D30D3498;Sharkshooting
B66A8820;Choppa Lotta
0F525FBD;Pacifier Power
6A35E305;Passionate Regard
849A5617;Hinix's Fiery Fun
E1FDEAAF;Auric Exhalation
B7ED8917;Divine Sword
FD166109;Paws of Furry
6B26668E;Paws of Fury
47476860;Nyice ta Beatcha
E4D20C02;Guard Meowde
72E20B89;Gold Thundpurr
C8B30210;Gutsy Cross Paw
5E830567;Big Bloodsucker
D1776F17;Flurry of Furry
CF9EBA17;Farewell Blast
59AEBD80;Lovely Meow
BC277A20;Strawberry Roar
2A177D97;Seed Nyattack
CFFDCA2F;Iron Swing
59CDCD98;Crash Landing
E39CC401;Skyward Slam
EEEC465F;Oni Bomb
78DC41A8;Oni Bomb
C28D4831;Incinerate
54BD4F46;Oni Bomb
3E29EE6D;Nightmare Beat
C7650B7A;Unnamed
7FD4AA52;Fetid Swing
E9E4ADA5;Putrid Pound
53B5A43C;Blighted Bat
5EC52622;Zomgralos Bomb
C8F52195;Zomgralos Bomb
72A4280C;Incinerate
E4942F7B;Zomgralos Bomb
8E008E50;Rotten Beat
774C6B47;Unnamed
21527F05;Iron Swing
B762788A;Crash Landing
0043F34D;Oni Bomb
9673F4BA;Oni Bomb
2C22FD23;Waterfall
BA12FA54;Bubble Trouble
19879E4A;Bubble Blast
8FB799BD;Bubble Trouble
35E69024;Bubble Blast
A3D69753;Bubble Blast
D0865B7F;Nightmare Beat
4435C345;Iron Swing
D205C432;Crash Landing
6854CDAB;Hack to Black!
FE64CA5C;Iron Tornado
5DF1AE42;Iron Tornado
65244F75;Oni Bomb
F3144802;Oni Bomb
4945419B;Cluster Boom
DF75462C;Cluster Boom
7AC81345;War Paint
ECF81432;Unnamed
56A91DAB;Unnamed
B5E1E747;Nightmare Beat
6237F304;Wobble Butt
F407F473;Super Soar
4E56FD2A;Beef Bomber
D866FA9D;Beef Bomber
43267F34;Super Sick
5CCA2304;Putrid Plague
93E3D786;Sales Pitch
D5167843;SeRvIcE pLeAsE!
2D94BF25;SeRvIcE pLeAsE!
B2659616;Unnamed
71D6A103;Unnamed
A96FB074;Unnamed
133EB92D;Unnamed
850EBE9A;Unnamed
E7E6A674;Unnamed
D21E9339;Scrableghhh!
442E944E;Rusty Iron Arm
F30F1F09;Super Suction
ECE34339;Scrap Shield
7AD3444E;Unnamed
C0824D57;Unnamed
56B24AA0;Unnamed
23CAB7BB;Junkalanche
C9637B46;Convict Kick
5F537CB1;Jailbreaker
E5027528;Knives Out
E872F716;Blow This Joint
7E42F081;Sam! Over here, pal!
3F73EB98;Sam! Over here, pal!
FC20C6B3;Sam! Over here, pal!
BD11DDAA;Sam! Over here, pal!
7A879C25;Sam! Over here, pal!
38B75F44;Prison Break
27CCCE54;Spinning Punch
B1FCC9A3;Unnamed
19311E54;Cheer
06DD4224;Get outta here!
90ED4593;Unnamed
C45C02A2;Face Slam
526C0555;Bite
E54D8E92;Wisp Counter
737D8925;Wisp Shuffle
C92C807C;Wisp Counter
5F1C870B;Wisp Shuffle
FAA1D2A2;Dragon Breath
6C91D555;Dragon Breath
35882620;Redsplosion
7475629F;Nonsense!
5564EEAF;Gusty Winds
C354E958;Which Will It Be?
7905E041;Which Will It Be?
EF35E736;Which Will It Be?
4CA083A8;Which Will It Be?
DA90845F;Which Will It Be?
4A88B29F;Chirpster Lovin'
85A1461D;Lovely Birdancer
9ADAD78D;Bite!
0CEAD00A;Lucky!
B6BBD963;Utter Disaster
208BDE14;Lucky!
A427078D;Sloppy Lick
3217000A;Utter Disaster
88460963;Utter Disaster
FFBD6B35;Bite!
DEACE705;Lickety-Lick
489CE072;Lucky!
F2CDE92B;Utter Disaster
64FDEE9C;Lucky!
C7688A02;Utter Disaster
CADBD6AB;Surgical Swipe
EBCA5A9B;Soul Absorb
7DFA5D2C;Blood Refill
F42606AB;A Change of Heart
6216015C;Maddiman Meddling
3B0FF229;Get Well DOOM!
A40FC258;Slump
323FC5AF;Chunky Cat Crush
851E4E28;Tornado
9AF21258;Megasize
55DBE65A;Nose Blows
ECCB866C;Take this!
7AFB811B;EX-pect this to hurt!
CDDA0A5C;Feel my rage!
5BEA0D2B;EX-ceptional Hate!
D236566C;Cough It Up!
5DC23C1C;Cough It Up!
CBF23B6B;Cough It Up!
4406511B;Get here now!
FE575882;Get here now!
68675F15;Get here now!
1D1FA22E;EXcessive Force
0264337E;X Smash
94543409;EX-pectation of Pain
2375BF4E;EX-cruciator
B545B839;EX-ceptional Hate!
0F14B1A0;EX-pect this to hurt!
3C99E37E;Eye of the EXecutor
86C8EA27;Eye of the EXecutor
AAA9E409;EXceptional Eye
10F8ED90;EXceptional Eye
F3B01704;EXplosive Excisions
6580108B;EXplosive Excisions
A7B76FB5;Tentacle Slap
31876842;Slurpy Spin
8BD6615B;Trembling Tentacles
86A6E385;Bleeeeem!
1096E412;Bl-bleeeem! Bleem!
994ABFB5;Toxic Tears
0F7AB842;Spine-chilling Stall
56634B37;Slap 'n' Slurp
1919DB81;Executive Action
8F29DC16;Crunch Time
380857B1;Inspiration Strikes
AE385046;Blockbuster Beam
27E40B81;Don't Disturb Me!
E8CDFF03;Power Nap
1469595F;Summon Yo-kai
82595E28;My Office, Now!
D6A7E2A3;Employee Beam
4097E554;Underling Gun Drop
92D1D22B;Subordinate Slice
DEA1454C;Second Helpings
886C240D;Harmful Hoax
F0307303;Harmful Hoax
913D1C80;Hoaxy-Coaxy...
247D5434;Entrancing Express
97DA716B;Entrancing Express
056CD804;Daydream Dragon
0ADF5E8D;Daydream Dragon
9CEF590A;Daydream Dragon
E9301116;Hoaxy Roast
5361188F;Hoaxy Roast
C5511F08;Hoaxy Roast
66C47B66;Hoaxy Roast
1A808434;HarMEOWny's Hoax
9B4FB829;HarMEOWny's Hoax
0D7FBF9E;HarMEOWny's Hoax
43997741;Fool's Paradise
A2917311;Firing Beam
34A17486;Rampage Beam OK!
8EF07D1F;Launching Missile
18C07A68;Launching Missile
BB551E16;Launching Missile
2D651981;Destruction Disk
8380FF41;BLAZING BLAST
9C6CA311;Toxic Transmission
53455773;WildfAIre
15B0F8B6;GUIDANCE MODE
E3A06828;Firing V5 Beam!
75906F9F;Multi-Launch OK!
CFC16606;Launching Missile!
59F16171;Launching Missile!
FA64052F;Launching Missile!
6C540298;V5 DEATH DISK: ON
C2B1E458;WILD FIRE MODE.
DD5DB828;Bad Vibes
12744C6A;All Guns Blazing
72EBD3B6;Scratch!
E4DBD441;Slumbering Scratch!
5E8ADD58;Mother's Rage
C8BADA2F;Peculiar Position
6B2FBEB1;Floor Smash!
53FA5F86;Shivery Sigh
C5CA5811;Languid Lament
7F9B5168;A Force Blaster!
4045577B;A Force Blaster!
E9AB561F;Delightful Dreams
665F3C6F;Delightful Dreams
F74283;A Force Blaster!
4C1603B6;Soporific Slander
DA260441;Str. Talisman
60770D58;Def. Talisman
F6470A2F;Speed Talisman
55D26EB1;Unnamed
C3E26946;Unnamed
79B3605F;Spirit Talisman
833FF734;Sleep Uneasy
150FF043;Sleep Uneasy
4A3E3281;Alarm Bell
DC0E3516;Lullaby
F06F3B18;Unnamed
61728488;Unnamed
E3D33FBB;Earsplitting Elegy
FC3F638B;Canticle of Chaos
0B0A42BA;Canticle of Chaos
75E3384C;Ruinous Rondo
CFB23155;Maddening Mambo
59823622;Puppeteer's Polka
FA1752BC;Returners Requiem
6C27554B;Dodging Ditty
33169709;Give In
A2E224A2;Merciless Melody
BD0E7892;Mystifying Melody
34D22355;Rhapsody in Zen
8E832A4C;Wanderer's Waltz
18B32D3B;Traitor's Tune
BB2649A5;Flee for your lives!
2D164E52;Maestro's Cloak
72278C10;Give It Up
1355E309;Stick Boomerang
32446F39;8 Beat Thunder!
A474684E;16 Beat Thunder!
1E256157;Swirling Storm
881566A0;Thunder Ball
BDB00549;Unnamed
2DA83309;Snare Heart
E281C78B;Storm Thunderbeat
2B80023E;Soul Solo
A37C8334;High Kick
354C8443;X Vacuum Kick
8F1D8D5A;Iron Fist of Revenge
8E613912;Iron Fist of Revenge
826D0F04;UFO Soul Cutter
EB809560;UFO Soul Cutter
7DB09217;UFO Soul Cutter
145D0873;Boombastic Bomb
DCEA5761;Boombastic Bomb
4ADA5016;Boombastic Bomb
F08B598F;Boombastic Bomb
66BB5E08;Boombastic Bomb
9D815334;Ghoulfather's Favor
52A8A7B6;Take the Canoli
BC862F35;Ghoulfather Awe
2AB62842;Gather the Family
6CC2BA16;Dynamite Desire?
FAF2BD61;Bada-bing!
40A3B408;Bada-bing Bomb
732EE626;Unnamed
16495A9E;Unnamed
AF718D03;Unnamed
77CDCF12;Compression Chop
E1FDC885;Seven-fold Sword!
56DC4342;Denier of Dreams
C0EC44B5;Gravitational Pull
079F624F;Gravitational Pull
7ABD4D2C;The Iceman Cometh
EC8D4A5B;Intriguing Ar-T-facts
4F182E45;Pirate Treasure!
8619EB70;Conspiracy Blast
D92829B2;Pyramid Power
